model,pooling,match_strategy,C,seed,auc,test_pos,test_neg,embedding_dim,n_pairs_sampled,n_pairs_total,runtime_sec
siglip-so400m,cls_patch,clip_matched,0.1,23,0.885333,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,1.0,23,0.881956,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,10.0,23,0.885156,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.01,99,0.870044,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.1,99,0.8704,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,1.0,99,0.868089,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,10.0,99,0.877689,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.01,1234,0.851022,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.1,1234,0.848,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,1.0,1234,0.846222,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,10.0,1234,0.841956,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,aspect_matched,0.01,42,0.905244,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.1,42,0.912711,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,1.0,42,0.914489,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,10.0,42,0.909867,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.01,7,0.869156,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.1,7,0.870756,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,1.0,7,0.8688,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,10.0,7,0.865244,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.01,17,0.858844,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.1,17,0.856889,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,1.0,17,0.854578,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,10.0,17,0.859911,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.01,23,0.886222,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.1,23,0.882844,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,1.0,23,0.877511,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,10.0,23,0.884978,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.01,99,0.86362,74,76,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.1,99,0.860242,74,76,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,1.0,99,0.858286,74,76,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,10.0,99,0.855797,74,76,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.01,1234,0.914489,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,0.1,1234,0.9088,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,1.0,1234,0.903644,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,aspect_matched,10.0,1234,0.903289,75,75,2304,250,265,17.96
siglip-so400m,cls_patch,random,0.01,42,0.8928,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.1,42,0.897244,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,1.0,42,0.894756,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,10.0,42,0.891378,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.01,7,0.886933,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.1,7,0.890133,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,1.0,7,0.890133,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,10.0,7,0.896711,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.01,17,0.854578,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.1,17,0.860089,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,1.0,17,0.860622,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,10.0,17,0.851022,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.01,23,0.900978,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.1,23,0.8928,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,1.0,23,0.8912,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,10.0,23,0.895111,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.01,99,0.878912,76,74,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.1,99,0.881935,76,74,2304,250,265,28.08
siglip-so400m,cls_patch,random,1.0,99,0.878201,76,74,2304,250,265,28.08
siglip-so400m,cls_patch,random,10.0,99,0.88389,76,74,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.01,1234,0.859556,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,0.1,1234,0.857422,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,1.0,1234,0.855289,75,75,2304,250,265,28.08
siglip-so400m,cls_patch,random,10.0,1234,0.854222,75,75,2304,250,265,28.08
clip-vitl14,cls,clip_matched,0.01,42,0.946133,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.1,42,0.950756,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,1.0,42,0.952178,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,10.0,42,0.948622,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.01,7,0.964622,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.1,7,0.963556,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,1.0,7,0.962844,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,10.0,7,0.961778,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.01,17,0.960178,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.1,17,0.959822,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,1.0,17,0.958933,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,10.0,17,0.957511,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.01,23,0.957511,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.1,23,0.957689,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,1.0,23,0.958222,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,10.0,23,0.958756,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.01,99,0.938489,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.1,99,0.942044,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,1.0,99,0.942222,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,10.0,99,0.939378,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.01,1234,0.932622,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,0.1,1234,0.938489,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,1.0,1234,0.940978,75,75,1024,250,265,0.24
clip-vitl14,cls,clip_matched,10.0,1234,0.942222,75,75,1024,250,265,0.24
clip-vitl14,cls,aspect_matched,0.01,42,0.947733,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.1,42,0.948089,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,1.0,42,0.948444,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,10.0,42,0.9504,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.01,7,0.966044,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.1,7,0.963733,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,1.0,7,0.961778,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,10.0,7,0.959289,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.01,17,0.961067,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.1,17,0.963022,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,1.0,17,0.964089,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,10.0,17,0.962133,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.01,23,0.961956,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.1,23,0.964978,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,1.0,23,0.964444,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,10.0,23,0.963022,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.01,99,0.963905,74,76,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.1,99,0.963193,74,76,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,1.0,99,0.961771,74,76,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,10.0,99,0.958926,74,76,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.01,1234,0.953956,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,0.1,1234,0.955378,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,1.0,1234,0.9568,75,75,1024,250,265,0.44
clip-vitl14,cls,aspect_matched,10.0,1234,0.957333,75,75,1024,250,265,0.44
clip-vitl14,cls,random,0.01,42,0.949333,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.1,42,0.950222,75,75,1024,250,265,0.61
clip-vitl14,cls,random,1.0,42,0.950578,75,75,1024,250,265,0.61
clip-vitl14,cls,random,10.0,42,0.946844,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.01,7,0.971022,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.1,7,0.9776,75,75,1024,250,265,0.61
clip-vitl14,cls,random,1.0,7,0.978311,75,75,1024,250,265,0.61
clip-vitl14,cls,random,10.0,7,0.977956,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.01,17,0.955911,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.1,17,0.958756,75,75,1024,250,265,0.61
clip-vitl14,cls,random,1.0,17,0.958756,75,75,1024,250,265,0.61
clip-vitl14,cls,random,10.0,17,0.959289,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.01,23,0.9584,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.1,23,0.956622,75,75,1024,250,265,0.61
clip-vitl14,cls,random,1.0,23,0.954133,75,75,1024,250,265,0.61
clip-vitl14,cls,random,10.0,23,0.953956,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.01,99,0.951102,76,74,1024,250,265,0.61
clip-vitl14,cls,random,0.1,99,0.946657,76,74,1024,250,265,0.61
clip-vitl14,cls,random,1.0,99,0.944168,76,74,1024,250,265,0.61
clip-vitl14,cls,random,10.0,99,0.941856,76,74,1024,250,265,0.61
clip-vitl14,cls,random,0.01,1234,0.933511,75,75,1024,250,265,0.61
clip-vitl14,cls,random,0.1,1234,0.939733,75,75,1024,250,265,0.61
clip-vitl14,cls,random,1.0,1234,0.942044,75,75,1024,250,265,0.61
clip-vitl14,cls,random,10.0,1234,0.941156,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,clip_matched,0.01,42,0.9312,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.1,42,0.938311,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,1.0,42,0.936356,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,10.0,42,0.936889,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.01,7,0.947022,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.1,7,0.946667,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,1.0,7,0.945244,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,10.0,7,0.944889,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.01,17,0.956444,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.1,17,0.960356,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,1.0,17,0.960356,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,10.0,17,0.963378,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.01,23,0.956267,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.1,23,0.962489,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,1.0,23,0.962844,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,10.0,23,0.962489,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.01,99,0.926756,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.1,99,0.926578,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,1.0,99,0.923378,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,10.0,99,0.924089,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.01,1234,0.943467,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,0.1,1234,0.947733,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,1.0,1234,0.947022,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,clip_matched,10.0,1234,0.949333,75,75,1024,250,265,0.22
clip-vitl14,patch_mean,aspect_matched,0.01,42,0.9536,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.1,42,0.959289,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,1.0,42,0.959467,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,10.0,42,0.956267,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.01,7,0.952711,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.1,7,0.953778,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,1.0,7,0.954311,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,10.0,7,0.953422,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.01,17,0.958044,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.1,17,0.96,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,1.0,17,0.960356,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,10.0,17,0.961422,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.01,23,0.965689,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.1,23,0.971022,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,1.0,23,0.972622,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,10.0,23,0.971556,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.01,99,0.951458,74,76,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.1,99,0.952169,74,76,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,1.0,99,0.952525,74,76,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,10.0,99,0.945057,74,76,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.01,1234,0.951822,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,0.1,1234,0.9536,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,1.0,1234,0.952,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,aspect_matched,10.0,1234,0.950222,75,75,1024,250,265,0.42
clip-vitl14,patch_mean,random,0.01,42,0.935644,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.1,42,0.936711,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,1.0,42,0.936711,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,10.0,42,0.934933,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.01,7,0.958044,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.1,7,0.9552,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,1.0,7,0.953956,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,10.0,7,0.956089,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.01,17,0.937956,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.1,17,0.931022,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,1.0,17,0.927289,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,10.0,17,0.931822,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.01,23,0.962844,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.1,23,0.965156,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,1.0,23,0.965156,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,10.0,23,0.9616,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.01,99,0.932255,76,74,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.1,99,0.932788,76,74,1024,250,265,0.61
clip-vitl14,patch_mean,random,1.0,99,0.927987,76,74,1024,250,265,0.61
clip-vitl14,patch_mean,random,10.0,99,0.92692,76,74,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.01,1234,0.934044,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,0.1,1234,0.935111,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,1.0,1234,0.932089,75,75,1024,250,265,0.61
clip-vitl14,patch_mean,random,10.0,1234,0.9296,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,clip_matched,0.01,42,0.9232,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.1,42,0.929244,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,1.0,42,0.931733,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,10.0,42,0.931911,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.01,7,0.944356,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.1,7,0.943289,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,1.0,7,0.940444,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,10.0,7,0.935644,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.01,17,0.9584,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.1,17,0.960711,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,1.0,17,0.962311,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,10.0,17,0.960533,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.01,23,0.9456,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.1,23,0.947556,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,1.0,23,0.947022,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,10.0,23,0.946311,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.01,99,0.929778,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.1,99,0.931911,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,1.0,99,0.929422,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,10.0,99,0.926578,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.01,1234,0.933867,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,0.1,1234,0.9376,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,1.0,1234,0.936533,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,clip_matched,10.0,1234,0.938667,75,75,1024,250,265,0.23
clip-vitl14,patch_gem,aspect_matched,0.01,42,0.947378,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.1,42,0.953244,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,1.0,42,0.953778,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,10.0,42,0.952889,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.01,7,0.944711,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.1,7,0.943822,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,1.0,7,0.941689,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,10.0,7,0.939378,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.01,17,0.948267,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.1,17,0.949333,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,1.0,17,0.948622,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,10.0,17,0.949333,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.01,23,0.955733,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.1,23,0.961778,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,1.0,23,0.962489,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,10.0,23,0.966222,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.01,99,0.945946,74,76,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.1,99,0.942212,74,76,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,1.0,99,0.942034,74,76,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,10.0,99,0.9383,74,76,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.01,1234,0.943467,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,0.1,1234,0.942578,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,1.0,1234,0.9408,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,aspect_matched,10.0,1234,0.946844,75,75,1024,250,265,0.42
clip-vitl14,patch_gem,random,0.01,42,0.934578,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.1,42,0.938667,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,1.0,42,0.9408,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,10.0,42,0.940089,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.01,7,0.953422,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.1,7,0.954311,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,1.0,7,0.953067,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,10.0,7,0.954667,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.01,17,0.939022,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.1,17,0.936889,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,1.0,17,0.933689,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,10.0,17,0.931911,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.01,23,0.958578,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.1,23,0.959289,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,1.0,23,0.9584,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,10.0,23,0.957156,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.01,99,0.927276,76,74,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.1,99,0.927987,76,74,1024,250,265,0.61
clip-vitl14,patch_gem,random,1.0,99,0.924964,76,74,1024,250,265,0.61
clip-vitl14,patch_gem,random,10.0,99,0.924431,76,74,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.01,1234,0.929244,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,0.1,1234,0.929778,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,1.0,1234,0.930489,75,75,1024,250,265,0.61
clip-vitl14,patch_gem,random,10.0,1234,0.928178,75,75,1024,250,265,0.61
clip-vitl14,cls_patch,clip_matched,0.01,42,0.955556,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.1,42,0.9584,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,1.0,42,0.960889,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,10.0,42,0.961422,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.01,7,0.965867,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.1,7,0.968711,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,1.0,7,0.967467,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,10.0,7,0.968889,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.01,17,0.966578,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.1,17,0.967822,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,1.0,17,0.967644,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,10.0,17,0.971022,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.01,23,0.966933,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.1,23,0.967822,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,1.0,23,0.969778,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,10.0,23,0.968889,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.01,99,0.9392,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.1,99,0.940089,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,1.0,99,0.939378,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,10.0,99,0.938667,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.01,1234,0.948978,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,0.1,1234,0.954844,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,1.0,1234,0.956444,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,clip_matched,10.0,1234,0.9616,75,75,2048,250,265,6.96
clip-vitl14,cls_patch,aspect_matched,0.01,42,0.958044,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,0.1,42,0.959289,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,1.0,42,0.959822,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,10.0,42,0.958578,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,0.01,7,0.971022,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,0.1,7,0.9728,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,1.0,7,0.9728,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,10.0,7,0.9744,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,0.01,17,0.969778,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,0.1,17,0.971022,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,1.0,17,0.972267,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,10.0,17,0.973156,75,75,2048,250,265,13.27
clip-vitl14,cls_patch,aspect_matched,0.01,23,0.969067,75,75,2048,250,265,13.27
